title,year,director,image,excerpt
forgetting sarah marshall,2008,,https://upload.wikimedia.org/wikipedia/en/7/7c/Forgetting_sarah_marshall_ver2.jpg,"Forgetting Sarah Marshall is a 2008 American romantic comedy film directed by Nicholas Stoller in his feature directorial debut. It was produced by Judd Apatow and written by Jason Segel, who stars as a music composer who goes on vacation to Hawaii to move forward from a painful break-up. However, trouble ensues when he runs into his ex and her new boyfriend there. Mila Kunis also stars, as Segel's new love interest."
departures,2008,,https://upload.wikimedia.org/wikipedia/en/e/e1/Okuribito_%282008%29.jpg,"Departures is a 2008 Japanese drama film directed by Yōjirō Takita and starring Masahiro Motoki, Ryōko Hirosue, and Tsutomu Yamazaki. The film follows a young man who returns to his hometown after a failed career as a cellist and stumbles across work as a nōkanshi—a traditional Japanese ritual mortician. He is subjected to prejudice from those around him, including from his wife, because of strong social taboos against people who deal with death. Eventually he repairs these interpersonal connections through the beauty and dignity of his work."
kung fu panda,2008,,https://upload.wikimedia.org/wikipedia/en/7/76/Kungfupanda.jpg,"Kung Fu Panda is a 2008 American animated martial arts comedy film directed by John Stevenson and Mark Osborne and written by Jonathan Aibel and Glenn Berger from a story by Ethan Reiff and Cyrus Voris. Produced by DreamWorks Animation, it is the first installment in the Kung Fu Panda franchise and stars Jack Black as the voice of the titular character. The film, set in an ancient China populated by anthropomorphic animals, centers on a bumbling giant panda named Po, a kung fu enthusiast living in the Valley of Peace. When the savage snow leopard Tai Lung is foretold to escape imprisonment and attack the Valley, Po is unwittingly named the ""Dragon Warrior"", a prophesied hero worthy of reading a scroll intended to grant its reader limitless power."
iron man,2008,,https://upload.wikimedia.org/wikipedia/en/0/02/Iron_Man_%282008_film%29_poster.jpg,"Iron Man is a 2008 American superhero film based on the Marvel Comics character of the same name. Produced by Marvel Studios and distributed by Paramount Pictures, it is the first film in the Marvel Cinematic Universe (MCU). Directed by Jon Favreau and written by the teams of Mark Fergus & Hawk Ostby and Art Marcum & Matt Holloway, the film stars Robert Downey Jr. as Tony Stark / Iron Man alongside Terrence Howard, Jeff Bridges, Gwyneth Paltrow, Leslie Bibb, and Shaun Toub. In the film, world-famous industrialist and master engineer Stark builds a mechanized suit of armor to escape from captivity by a terrorist group, and then uses it to become the superhero Iron Man."
four christmases,2008,,,
ponyo,2008,,,
wall e,2008,,,
the hurt locker,2008,,,
bedtime stories,2008,,,
synecdoche new york,2008,,,
inglorious basterds,2009,,,
the hangover,2009,,,
fantastic mr fox,2009,,,
up,2009,,,
hachi,2009,,,
500 days of summer,2009,,,
how to train your dragon,2010,,,
megamind,2010,,,
the other guys,2010,,,
she's out of my league,2010,,,
the social network,2010,,,
deathly hallows part 1,2010,,,
easy a,2010,,,
kick ass,2010,,,
secretariat,2010,,,
the king's speech,2010,,,
iron man 2,2010,,,
moneyball,2011,,,
"crazy, stupid, love",2011,,,
deathly hallows part 2,2011,,,
the artist,2011,,,
the help,2011,,,
get smart,2011,,,
rango,2011,,,
horrible bosses,2011,,https://upload.wikimedia.org/wikipedia/en/9/92/Horrible_Bosses.jpg,"Horrible Bosses is a 2011 American crime black comedy film directed by Seth Gordon and written by Michael Markowitz, John Francis Daley, and Jonathan Goldstein, from a story by Markowitz. It stars Jason Bateman, Charlie Day, Jason Sudeikis, Jennifer Aniston, Colin Farrell, Kevin Spacey, Donald Sutherland, and Jamie Foxx. The plot follows three friends, played by Bateman, Day, and Sudeikis, who decide to murder their respective overbearing, abusive bosses, portrayed by Spacey, Aniston, and Farrell."
rise of the planet of the apes,2011,,https://upload.wikimedia.org/wikipedia/en/8/81/Rise_of_the_Planet_of_the_Apes_Poster.jpg,"Rise of the Planet of the Apes is a 2011 American science fiction action film directed by Rupert Wyatt from a screenplay by Rick Jaffa and Amanda Silver. It is a reboot of the Planet of the Apes film series, the seventh installment overall and the first in the reboot series. The film stars James Franco, Freida Pinto, John Lithgow, Brian Cox, Tom Felton, and Andy Serkis. Set in 2016, the film follows Caesar (Serkis), a genetically enhanced chimpanzee who is first raised by chemist Will Rodman (Franco) before ultimately leading an ape uprising against humanity."
the adventures of tintin,2011,,https://upload.wikimedia.org/wikipedia/en/a/a1/The_Adventures_of_Tintin_-_Secret_of_the_Unicorn.jpg,"The Adventures of Tintin is a 2011 animated adventure film directed by Steven Spielberg, who produced it with Peter Jackson and Kathleen Kennedy, and written by Steven Moffat, Edgar Wright and Joe Cornish. Based on the Tintin comic book series by Hergé, the film stars Jamie Bell, Andy Serkis and Daniel Craig. In the film, Tintin, Snowy and Captain Haddock search for the treasure of the Unicorn, a ship once captained by Haddock's ancestor Sir Francis Haddock, but face dangerous pursuit by Ivan Ivanovitch Sakharine, the descendant of Sir Francis' nemesis Red Rackham."
real steel,2011,,https://upload.wikimedia.org/wikipedia/en/2/22/Real_Steel_Poster.jpg,"Real Steel is a 2011 American science fiction sports film starring Hugh Jackman. Produced and directed by Shawn Levy, the film is based on the short story ""Steel"", written by Richard Matheson, which was originally published in the May 1956 edition of The Magazine of Fantasy & Science Fiction, and later adapted into a 1963 Twilight Zone episode. The story features a down-on-his-luck former boxer (Jackman), whose sport is now played by robots, as he and his son find an abandoned robot and train it to be a promising fighter. Evangeline Lilly, Anthony Mackie, and Kevin Durand star in supporting roles."
thor,2011,,https://upload.wikimedia.org/wikipedia/en/9/95/Thor_%28film%29_poster.jpg,"Thor is a 2011 American superhero film based on the Marvel Comics character of the same name. Produced by Marvel Studios and distributed by Paramount Pictures, it is the fourth film in the Marvel Cinematic Universe (MCU). It was directed by Kenneth Branagh, written by the writing team of Ashley Edward Miller and Zack Stentz along with Don Payne, and stars Chris Hemsworth as the title character alongside Natalie Portman, Tom Hiddleston, Stellan Skarsgård, Kat Dennings, Clark Gregg, Colm Feore, Ray Stevenson, Idris Elba, Jaimie Alexander, Rene Russo, and Anthony Hopkins. After reigniting a dormant war, Thor is banished from Asgard to Earth, stripped of his powers and his hammer Mjölnir. As his brother Loki (Hiddleston) plots to take the Asgardian throne, Thor must prove himself worthy."
we bought a zoo,2011,,https://upload.wikimedia.org/wikipedia/en/d/dc/We_Bought_a_Zoo_Poster.jpg,"We Bought a Zoo is a 2011 American biographical comedy drama film loosely based on the 2008 memoir of the same name by Benjamin Mee. It was co-written and directed by Cameron Crowe and stars Matt Damon as widowed father Benjamin Mee, who purchases a dilapidated zoo with his family and takes on the challenge of preparing the zoo for its reopening to the public. The film also stars Scarlett Johansson, Maggie Elizabeth Jones, Thomas Haden Church, Patrick Fugit, Elle Fanning, Colin Ford, and John Michael Higgins. The film is based on the Dartmoor Zoological Park, which is a 33-acre zoological garden located near the village of Sparkwell, Devon, England."
silver linings playbook,2012,,https://upload.wikimedia.org/wikipedia/en/9/9a/Silver_Linings_Playbook_Poster.jpg,"Silver Linings Playbook is a 2012 American romantic comedy-drama film written and directed by David O. Russell. The film is based on Matthew Quick's 2008 novel The Silver Linings Playbook. It stars Bradley Cooper and Jennifer Lawrence, with Robert De Niro, Jacki Weaver, Anupam Kher, and Chris Tucker in supporting roles."
life of pi,2012,,https://upload.wikimedia.org/wikipedia/en/5/57/Life_of_Pi_2012_Poster.jpg,"Life of Pi is a 2012 adventure-drama film directed and produced by Ang Lee and written by David Magee. Based on Yann Martel's 2001 novel, it stars Suraj Sharma in his film debut, Irrfan Khan, Tabu, Rafe Spall, Gérard Depardieu and Adil Hussain in lead roles. The storyline revolves around Pi Patel, a 16-year old Indian boy, and a Bengal tiger named Richard Parker, who are both stranded on a lifeboat for 227 days after a shipwreck."
the dark knight rises,2012,,https://upload.wikimedia.org/wikipedia/en/8/83/Dark_knight_rises_poster.jpg,"The Dark Knight Rises is a 2012 superhero film based on the DC Comics character Batman. Directed by Christopher Nolan, who co-wrote the screenplay with his brother Jonathan, and the story with David S. Goyer, it is the final installment in Nolan's The Dark Knight trilogy, and the sequel to The Dark Knight (2008). The film stars Christian Bale as Bruce Wayne / Batman, alongside Anne Hathaway, Gary Oldman, Tom Hardy, Morgan Freeman, Marion Cotillard, Joseph Gordon-Levitt, and Michael Caine. Set eight years after the events of The Dark Knight, it follows a retired Wayne being forced to resume his role as Batman to save Gotham City from nuclear destruction at the hands of the terrorist Bane (Hardy)."
wreck it ralph,2012,,https://upload.wikimedia.org/wikipedia/en/1/15/Wreckitralphposter.jpeg,"Wreck-It Ralph is a 2012 American animated comedy film produced by Walt Disney Animation Studios. It was directed by Rich Moore and produced by Clark Spencer, from a screenplay by Phil Johnston and Jennifer Lee. John Lasseter served as the film's executive producer. Featuring the voices of John C. Reilly, Sarah Silverman, Jack McBrayer, and Jane Lynch, the film tells the story of Ralph (Reilly), an arcade game villain who rebels against his ""bad guy"" role and dreams of becoming a hero."
moonrise kingdom,2012,,https://upload.wikimedia.org/wikipedia/en/4/4f/Moonrise_Kingdom_FilmPoster.jpeg,"Moonrise Kingdom is a 2012 American coming-of-age comedy drama film directed by Wes Anderson, written by Anderson and Roman Coppola, and starring Bruce Willis, Edward Norton, Bill Murray, Frances McDormand, Tilda Swinton, Jason Schwartzman, Bob Balaban, and introducing Jared Gilman and Kara Hayward. Largely set on the fictional island of New Penzance somewhere off the coast of New England, it tells the story of an orphan boy (Gilman) who escapes from a scouting camp to unite with his pen pal and love interest, a girl with aggressive tendencies (Hayward). Feeling alienated from their guardians and shunned by their peers, the lovers abscond to an isolated beach. Meanwhile, the island's police captain (Willis) organizes a search party of scouts and family members to locate the runaways."
skyfall,2012,,https://upload.wikimedia.org/wikipedia/en/a/a7/Skyfall_poster.jpg,"Skyfall is a 2012 spy film and the twenty-third in the James Bond series produced by Eon Productions. The film is the third to star Daniel Craig as fictional MI6 agent James Bond and features Javier Bardem as Raoul Silva, the villain, with Judi Dench returning as M. The film was directed by Sam Mendes and written by Neal Purvis, Robert Wade, and John Logan. In the film, Bond investigates a series of targeted data leaks and co-ordinated attacks on MI6 led by Silva. It sees the return of two recurring characters, Miss Moneypenny and Q, after an absence of two films. Ralph Fiennes, Bérénice Marlohe, and Albert Finney are among the supporting cast."
the hunger games,2012,,https://upload.wikimedia.org/wikipedia/en/4/42/HungerGamesPoster.jpg,"The Hunger Games is a 2012 American dystopian film directed by Gary Ross, who co-wrote the screenplay with Suzanne Collins and Billy Ray, based on the 2008 novel of the same name by Collins. It is the first installment in The Hunger Games film series. The film stars Jennifer Lawrence, Josh Hutcherson, Liam Hemsworth, Woody Harrelson, Elizabeth Banks, Lenny Kravitz, Stanley Tucci, and Donald Sutherland. In the film, Katniss Everdeen (Lawrence) and Peeta Mellark (Hutcherson) are forced to compete in the Hunger Games, an elaborate televised fight to the death consisting of adolescent contestants."
the avengers,2012,,https://upload.wikimedia.org/wikipedia/en/8/8a/The_Avengers_%282012_film%29_poster.jpg,"Marvel's The Avengers is a 2012 American superhero film based on the Marvel Comics superhero team the Avengers. Produced by Marvel Studios and distributed by Walt Disney Studios Motion Pictures, it is the sixth film in the Marvel Cinematic Universe (MCU). Written and directed by Joss Whedon, the film features an ensemble cast including Robert Downey Jr., Chris Evans, Mark Ruffalo, Chris Hemsworth, Scarlett Johansson, and Jeremy Renner as the Avengers, alongside Tom Hiddleston, Stellan Skarsgård, and Samuel L. Jackson. In the film, Nick Fury and the spy agency S.H.I.E.L.D. recruit Tony Stark, Steve Rogers, Bruce Banner, Thor, Natasha Romanoff, and Clint Barton to form a team capable of stopping Thor's brother Loki from subjugating Earth."
the watch,2012,,https://upload.wikimedia.org/wikipedia/en/6/6d/The_watch_movie_poster.jpg,"The Watch is a 2012 American science fiction comedy film directed by Akiva Schaffer and written by Jared Stern, Seth Rogen, and Evan Goldberg. It stars Ben Stiller, Vince Vaughn, Jonah Hill, and Richard Ayoade as a group of neighbors who form a suburban neighborhood watch group, where they uncover an extraterrestrial discovery. Rosemarie DeWitt is also among the cast. This was the final film role of R. Lee Ermey, who died on April 15, 2018."
the amazing spiderman,2012,,https://upload.wikimedia.org/wikipedia/en/e/e0/The_Amazing_Spider-Man_%28film%29_poster.jpg,"The Amazing Spider-Man is a 2012 American superhero film based on the Marvel Comics character Spider-Man. Directed by Marc Webb and written by James Vanderbilt, Alvin Sargent, and Steve Kloves from a story by Vanderbilt, it is a reboot of the Spider-Man film series. It stars Andrew Garfield, Emma Stone, Rhys Ifans, Denis Leary, Campbell Scott, Irrfan Khan, Martin Sheen, and Sally Field. The plot of the film follows the teenager Peter Parker (Garfield) who gains spider-like abilities and fights crime as Spider-Man, while also attempting to live an ordinary life."
about time,2013,,https://upload.wikimedia.org/wikipedia/en/7/7c/About_Time_%282013_film%29_Poster.jpg,"About Time is a 2013 romantic fantasy comedy-drama film written and directed by Richard Curtis, and starring Domhnall Gleeson, Rachel McAdams, and Bill Nighy."
saving mr banks,2013,,https://upload.wikimedia.org/wikipedia/en/0/0d/Saving_Mr._Banks_Theatrical_Poster.jpg,"Saving Mr. Banks is a 2013 biographical drama film directed by John Lee Hancock and written by Kelly Marcel and Sue Smith. Centered on the development of the 1964 film Mary Poppins, the film stars Emma Thompson as book author P. L. Travers and Tom Hanks as film producer Walt Disney, with supporting performances by Paul Giamatti, Jason Schwartzman, Bradley Whitford, Colin Farrell, Ruth Wilson, and B. J. Novak. Deriving its title from the father in Travers's story, Saving Mr. Banks depicts the author's tragic childhood in rural Queensland in 1906 and the two weeks of meetings during 1961 in Los Angeles, during which Disney attempts to obtain the film rights to her novels."
rush,2013,,https://upload.wikimedia.org/wikipedia/en/d/d0/Rush_UK_poster.jpeg,"Rush is a 2013 biographical sports film directed by Ron Howard and written by Peter Morgan. It is centred on the rivalry between two Formula One drivers, James Hunt and Niki Lauda, during the 1976 Formula One season. The film stars Chris Hemsworth as Hunt and Daniel Brühl as Lauda."
the wind rises,2013,,https://upload.wikimedia.org/wikipedia/en/a/a3/Kaze_Tachinu_poster.jpg,"The Wind Rises is a 2013 Japanese animated historical drama film written and directed by Hayao Miyazaki based on his 2009 manga of the same name. Produced by Studio Ghibli and distributed by Toho, the film stars the voices of Hideaki Anno, Miori Takimoto, Hidetoshi Nishijima, Masahiko Nishimura, Morio Kazama, Keiko Takeshita, Mirai Shida, Jun Kunimura, Shinobu Otake, and Nomura Mansai."
now you see me,2013,,https://upload.wikimedia.org/wikipedia/en/c/c7/Now_You_See_Me_Poster.jpg,"Now You See Me is a 2013 American heist film directed by Louis Leterrier from a screenplay by Ed Solomon, Boaz Yakin, and Edward Ricourt and a story by Yakin and Ricourt. It is the first installment in the Now You See Me series. The film features an ensemble cast of Jesse Eisenberg, Mark Ruffalo, Woody Harrelson, Mélanie Laurent, Isla Fisher, Common, Dave Franco, Michael Caine, and Morgan Freeman. The plot follows an FBI agent and an Interpol detective who track and attempt to bring to justice a team of magicians who pull off bank heists and robberies during their performances and reward their audiences with the money."
the secret life of walter mitty,2013,,https://upload.wikimedia.org/wikipedia/en/f/f2/The_Secret_Life_of_Walter_Mitty_2013_poster.jpg,"The Secret Life of Walter Mitty is a 2013 adventure comedy-drama film directed, co-produced by and starring Ben Stiller and written by Steve Conrad. The film also stars Kristen Wiig, Shirley MacLaine, Adam Scott, Kathryn Hahn, and Sean Penn. Though ""more of a remake"" of the 1947 film of the same name, both are film adaptations of James Thurber's 1939 short story. It follows a maladaptive daydreamer named Walter Mitty on his quest to find a missing negative print and its elusive photojournalist for Life magazine's final print issue."
the internship,2013,,https://upload.wikimedia.org/wikipedia/en/e/ed/The-internship-poster.jpg,"The Internship is a 2013 American comedy film directed by Shawn Levy, written by Vince Vaughn and Jared Stern, and produced by Vaughn and Levy. The film stars Vaughn and Owen Wilson as recently laid-off salesmen who attempt to compete with much younger and more technically skilled applicants for a job at Google. Rose Byrne, Max Minghella, Aasif Mandvi, Josh Brener, Dylan O'Brien, Tobit Raphael, Tiya Sircar, Josh Gad, and Jessica Szohr also star."
bad words,2013,,https://upload.wikimedia.org/wikipedia/en/5/55/BadWords2014.jpg,"Bad Words is a 2013 American black comedy film directed by Jason Bateman and written by Andrew Dodge. Marking Bateman's feature film directorial debut, the film stars Bateman as a middle-aged eighth grade dropout who enters the National Golden Quill Spelling Bee through a loophole. It also stars Kathryn Hahn, Rohan Chand, Ben Falcone, Philip Baker Hall, and Allison Janney."
we're the millers,2013,,https://upload.wikimedia.org/wikipedia/en/4/44/We%27re_the_Millers_poster.jpg,"We're the Millers is a 2013 American comedy road film directed by Rawson Marshall Thurber and starring Jennifer Aniston, Jason Sudeikis, Emma Roberts, Will Poulter, Nick Offerman, Kathryn Hahn, Molly Quinn, and Ed Helms. The film's screenplay was written by Bob Fisher, Steve Faber, Sean Anders, and John Morris, based on a story by Fisher and Faber. The plot follows a small-time pot dealer (Sudeikis) who convinces his neighbors to help him by pretending to be his family in order to smuggle drugs from Mexico into the United States."
after earth,2013,,https://upload.wikimedia.org/wikipedia/en/5/5b/After_Earth_Poster.jpg,"After Earth is a 2013 American post-apocalyptic action-adventure film starring Jaden and Will Smith. The film was loosely based on an original story idea by Will Smith about a father-and-son trip in the wilderness before it was eventually reworked into a sci-fi setting, taking place 1,000 years in the future where humans have evacuated Earth to another planet due to a massive environmental catastrophe."
42,2013,,https://upload.wikimedia.org/wikipedia/en/0/0f/42_film_poster.jpg,"42 is a 2013 American biographical sports drama film produced by Legendary Pictures and distributed by Warner Bros. Pictures. Written and directed by Brian Helgeland, 42 is based on baseball player Jackie Robinson, the first black athlete to play in Major League Baseball (MLB) during the modern era. The title of the film reflects Robinson's jersey number, which was universally retired across all MLB teams in 1997. The ensemble cast includes Chadwick Boseman as Robinson, alongside Harrison Ford, Nicole Beharie, Christopher Meloni, André Holland, Lucas Black, Hamish Linklater, and Alan Tudyk in supporting roles."
whiplash,2014,,https://upload.wikimedia.org/wikipedia/en/0/01/Whiplash_poster.jpg,"Whiplash is a 2014 American independent psychological drama film written and directed by Damien Chazelle, and starring Miles Teller, J. K. Simmons, and Paul Reiser. It focuses on an ambitious music student and aspiring jazz drummer (Teller), who is pushed to his limit by his abusive instructor (Simmons)."
interstellar,2014,,https://upload.wikimedia.org/wikipedia/en/b/bc/Interstellar_film_poster.jpg,"Interstellar is a 2014 epic science fiction film directed by Christopher Nolan, who co-wrote the screenplay with his brother, Jonathan Nolan. It has an ensemble cast led by Matthew McConaughey, Anne Hathaway, Jessica Chastain, Bill Irwin, Ellen Burstyn, and Michael Caine. Set in a dystopian future where Earth is suffering from catastrophic blight and famine, the film follows a group of astronauts who travel through space in search of a new home for humanity."
the grand budapest hotel,2014,,https://upload.wikimedia.org/wikipedia/en/1/1c/The_Grand_Budapest_Hotel.png,"The Grand Budapest Hotel is a 2014 comedy-drama film written and directed by Wes Anderson. The film's seventeen-actor ensemble cast is led by Ralph Fiennes as Monsieur Gustave H., famed concierge of a twentieth-century mountainside resort in the fictional country of Zubrowka. After being framed for the murder of a wealthy dowager, he and his recently befriended protégé Zero embark on a quest for fortune and a priceless Renaissance painting amidst the backdrop of an encroaching fascist regime. Anderson's American Empirical Pictures produced the film in association with Studio Babelsberg, Fox Searchlight Pictures, and Indian Paintbrush's Scott Rudin and Steven Rales. Fox Searchlight supervised the commercial distribution, and The Grand Budapest Hotel's funding came from Indian Paintbrush and German government-funded tax rebates."
birdman,2014,,https://upload.wikimedia.org/wikipedia/en/6/63/Birdman_poster.png,"Birdman, stylized as BiRDMAN or (The Unexpected Virtue of Ignorance), is a 2014 American satirical surrealist black comedy-drama film directed by Alejandro González Iñárritu. The film stars Michael Keaton as a faded Hollywood actor, best known for playing a superhero named Birdman, and follows the struggles he faces while trying to make a comeback by writing, directing, and starring in a Broadway adaptation of Raymond Carver's short story ""What We Talk About When We Talk About Love"". The film's supporting cast includes Zach Galifianakis, Edward Norton, Andrea Riseborough, Amy Ryan, Emma Stone, and Naomi Watts."
st vincent,2014,,https://upload.wikimedia.org/wikipedia/en/d/dc/St_Vincent_poster.jpg,"St. Vincent is a 2014 American comedy drama film written, directed, and co-produced by Theodore Melfi. The film stars Bill Murray as the title character and it features Melissa McCarthy, Naomi Watts, Chris O'Dowd, Terrence Howard, and Jaeden Lieberher in his film debut."
guardians of the galaxy,2014,,https://upload.wikimedia.org/wikipedia/en/3/33/Guardians_of_the_Galaxy_%28film%29_poster.jpg,"Guardians of the Galaxy is a 2014 American superhero film based on the Marvel Comics superhero team of the same name. Produced by Marvel Studios and distributed by Walt Disney Studios Motion Pictures, it is the 10th film in the Marvel Cinematic Universe (MCU). Directed by James Gunn, who wrote the screenplay with Nicole Perlman, it features an ensemble cast including Chris Pratt, Zoe Saldaña, Dave Bautista, Vin Diesel, and Bradley Cooper as the titular Guardians, along with Lee Pace, Michael Rooker, Karen Gillan, Djimon Hounsou, John C. Reilly, Glenn Close, and Benicio del Toro. In the film, Peter Quill (Pratt) and a group of extraterrestrial criminals go on the run after stealing a powerful artifact."
the interview,2014,,https://upload.wikimedia.org/wikipedia/en/2/27/The_Interview_2014_poster.jpg,"The Interview is a 2014 American political satire action comedy film produced and directed by Seth Rogen and Evan Goldberg in their second directorial work, following This Is the End (2013). The screenplay was written by Dan Sterling, which he based on a story he co-wrote with Rogen and Goldberg. The film stars James Franco and Rogen as journalists who set up an interview with North Korean leader Kim Jong Un, played by Randall Park, only to end up being recruited by the CIA to assassinate him."
edge of tomorrow,2014,,https://upload.wikimedia.org/wikipedia/en/f/f9/Edge_of_Tomorrow_Poster.jpg,"Edge of Tomorrow is a 2014 American science fiction action film directed by Doug Liman and written by Christopher McQuarrie, Jez Butterworth and John-Henry Butterworth, based on the Japanese light novel All You Need Is Kill by Hiroshi Sakurazaka. Starring Tom Cruise and Emily Blunt, the film takes place in a future where most of Europe is occupied by an alien race known as mimics. Major William Cage (Cruise), a public relations officer with no combat experience, is forced by his superiors to join a landing operation against the aliens, only to find himself experiencing a time loop as he tries to find a way to defeat the mimics. Bill Paxton and Brendan Gleeson appear in supporting roles."
chef,2014,,https://upload.wikimedia.org/wikipedia/en/b/b8/Chef_2014.jpg,"Chef is a 2014 road comedy-drama film written, produced, and directed by Jon Favreau. Favreau plays a celebrity chef who establishes a food truck business with his friends and young son. It co-stars Sofía Vergara, John Leguizamo, Scarlett Johansson, Oliver Platt, Bobby Cannavale, Amy Sedaris, Emjay Anthony, and Dustin Hoffman. Robert Downey Jr. appears in a cameo."
american sniper,2014,,https://upload.wikimedia.org/wikipedia/en/1/10/American_Sniper_poster.jpg,"American Sniper is a 2014 American biographical war drama film directed and co-produced by Clint Eastwood and written and executive-produced by Jason Hall, based on the memoir of the same name by Chris Kyle with Scott McEwen and Jim DeFelice. The film follows the life of Kyle, who became the deadliest marksman in U.S. military history with 255 kills from four tours in the Iraq War, 160 of which were officially confirmed by the Department of Defense. While Kyle was celebrated for his military successes, his tours of duty took a heavy toll on his personal and family life. It stars Bradley Cooper as Kyle and Sienna Miller as his wife Taya, with Luke Grimes, Jake McDorman, Cory Hardrict, Kevin Lacz, Navid Negahban, and Keir O'Donnell in supporting roles."
the equalizer,2014,,https://upload.wikimedia.org/wikipedia/en/8/81/The_Equalizer_poster.jpg,"The Equalizer is a 2014 American vigilante action-thriller film directed by Antoine Fuqua and written by Richard Wenk. It is based on the 1980s TV series of the same title and the first of three films starring Denzel Washington. The cast includes Marton Csokas, Chloë Grace Moretz, David Harbour, Bill Pullman and Melissa Leo. Washington plays Robert McCall, a retired Marine and former DIA officer, who reluctantly returns to action to protect a teenage trafficking victim from members of the Russian mafia."
dawn of the planet of the apes,2014,,https://upload.wikimedia.org/wikipedia/en/7/77/Dawn_of_the_Planet_of_the_Apes.jpg,"Dawn of the Planet of the Apes is a 2014 American science fiction action film directed by Matt Reeves and written by Mark Bomback and the writing team of Rick Jaffa and Amanda Silver. The sequel to Rise of the Planet of the Apes (2011), it is the second installment in the Planet of the Apes reboot film series and the eighth film overall. It stars Andy Serkis as Caesar, alongside Jason Clarke, Gary Oldman, Keri Russell, Toby Kebbell and Kodi Smit-McPhee. The film takes place in 2026, 10 years after the events of Rise and follows a group of human survivors as they battle to stay alive in the wake of a deadly pandemic, while Caesar tries to maintain control over his expanding ape community which could lead to an all-out war between apes and humans."
the big short,2015,,https://upload.wikimedia.org/wikipedia/en/1/16/The_Big_Short_%282015_film_poster%29.png,"The Big Short is a 2015 American biographical comedy drama film directed by Adam McKay from a screenplay by McKay and Charles Randolph. Based on the 2010 book by Michael Lewis, it depicts how the 2008 financial crisis was triggered by the United States housing bubble. The film stars Christian Bale, Steve Carell, Ryan Gosling, and Brad Pitt, with John Magaro, Finn Wittrock, Hamish Linklater, Rafe Spall, Jeremy Strong, and Marisa Tomei in supporting roles."
spotlight,2015,,https://upload.wikimedia.org/wikipedia/en/f/f3/Spotlight_%28film%29_poster.jpg,"Spotlight is a 2015 American biographical drama film directed by Tom McCarthy and written by McCarthy and Josh Singer. The film follows The Boston Globe's ""Spotlight"" team, the oldest continuously operating newspaper investigative journalist unit in the United States, and its investigation into a decades-long coverup of widespread and systemic child sex abuse by numerous priests of the Roman Catholic Archdiocese of Boston. Although the plot was original, it is based on a series of stories by the Spotlight team that earned The Globe the 2003 Pulitzer Prize for Public Service. The film features an ensemble cast including Mark Ruffalo, Michael Keaton, Rachel McAdams, John Slattery, Stanley Tucci, Brian d'Arcy James, Liev Schreiber, and Billy Crudup."
mad max: fury road,2015,,https://upload.wikimedia.org/wikipedia/en/6/6e/Mad_Max_Fury_Road.jpg,"Mad Max: Fury Road is a 2015 Australian post-apocalyptic action film co-written, co-produced and directed by George Miller, who collaborated with Brendan McCarthy and Nico Lathouris on the screenplay. The fourth instalment in the Mad Max franchise, it was produced by Village Roadshow Pictures and Kennedy Miller Mitchell, and distributed by Roadshow Entertainment in Australia and by Warner Bros. Pictures internationally. The film stars Tom Hardy and Charlize Theron, with Nicholas Hoult, Hugh Keays-Byrne, Josh Helman, Nathan Jones, Rosie Huntington-Whiteley, Riley Keough, Zoë Kravitz, Abbey Lee, and Courtney Eaton. Set in a post-apocalyptic desert wasteland where petrol and water are scarce commodities, it follows Max Rockatansky (Hardy), who joins forces with Imperator Furiosa (Theron) against warlord Immortan Joe (Keays-Byrne) and his army, leading to a lengthy road battle."
the hateful eight,2015,,https://upload.wikimedia.org/wikipedia/en/d/d4/The_Hateful_Eight.jpg,"The Hateful Eight is a 2015 American Western mystery thriller film written and directed by Quentin Tarantino. It stars Samuel L. Jackson, Kurt Russell, Jennifer Jason Leigh, Walton Goggins, Demián Bichir, Tim Roth, Michael Madsen, and Bruce Dern as eight dubious strangers who seek refuge from a blizzard in a stagecoach stopover a decade after the American Civil War."
the revenant,2015,,https://upload.wikimedia.org/wikipedia/en/b/b6/The_Revenant_2015_film_poster.jpg,"The Revenant is a 2015 American epic Western action drama film directed by Alejandro G. Iñárritu. The screenplay by Mark L. Smith and Iñárritu is based in part on Michael Punke's 2002 novel The Revenant, which describes frontiersman Hugh Glass's experiences in 1823. The film stars Leonardo DiCaprio as Glass, alongside Tom Hardy, Domhnall Gleeson and Will Poulter."
ex machina,2015,,https://upload.wikimedia.org/wikipedia/en/b/ba/Ex-machina-uk-poster.jpg,"Ex Machina is a 2014 science fiction film, written and directed by Alex Garland in his directorial debut. It stars Domhnall Gleeson, Alicia Vikander, and Oscar Isaac. It follows a programmer who is invited by his CEO to administer the Turing test to an intelligent female humanoid robot."
straight outta compton,2015,,https://upload.wikimedia.org/wikipedia/en/7/7a/Straight_Outta_Compton_poster.jpg,"Straight Outta Compton is a 2015 American epic biographical drama film that tells the story of hip-hop group N.W.A's rise and fall under manager Jerry Heller. The film, directed by F. Gary Gray, stars O'Shea Jackson Jr., Corey Hawkins, and Jason Mitchell as Ice Cube, Dr. Dre, and Eazy-E, respectively. Released by Universal Pictures on August 14, 2015, the film received positive reviews and was a box office success, grossing $201.6 million worldwide. Straight Outta Compton earned several awards and nominations, including an Academy Award nomination for Best Original Screenplay and a win for Outstanding Motion Picture at the 47th NAACP Image Awards."
